"aphiaID","Kingdom","Subkingdom","Infrakingdom","Phylum","Subphylum","Infraphylum","Class","Subclass","Order","Family","Genus","Species","Superorder","Phylum (Division)","Subphylum (Subdivision)","Suborder","Subfamily","Variety","Forma","Subgenus","Superclass","rank"
109627,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Dinophysaceae","Dinophysis","Dinophysis hastata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109637,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Dinophysaceae","Dinophysis","Dinophysis norvegica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109638,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Dinophysaceae","Dinophysis","Dinophysis odiosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109651,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Dinophysaceae","Dinophysis","Dinophysis punctata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109652,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Dinophysaceae","Dinophysis","Dinophysis pusilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109662,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Dinophysaceae","Dinophysis","Dinophysis tripos",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109672,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Dinophysaceae","Histioneis","Histioneis gubernans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109694,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Dinophysales","Dinophysaceae","Ornithocercus","Ornithocercus quadratus",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109707,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium affine",NA,NA,NA,NA,"Ostreopsidoideae",NA,NA,NA,NA,"Species"
109710,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium leei",NA,NA,NA,NA,"Ostreopsidoideae",NA,NA,NA,NA,"Species"
109711,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium minutum",NA,NA,NA,NA,"Ostreopsidoideae",NA,NA,NA,NA,"Species"
109712,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium ostenfeldii",NA,NA,NA,NA,"Ostreopsidoideae",NA,NA,NA,NA,"Species"
109713,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium pseudogonyaulax",NA,NA,NA,NA,"Ostreopsidoideae",NA,NA,NA,NA,"Species"
109714,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Pyrocystaceae","Alexandrium","Alexandrium tamarense",NA,NA,NA,NA,"Ostreopsidoideae",NA,NA,NA,NA,"Species"
109723,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Amphidiniales","Amphidiniaceae","Amphidinium","Amphidinium carterae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109726,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Amphidiniales","Amphidiniaceae","Amphidinium","Amphidinium crassum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109754,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Amphidiniales","Amphidiniaceae","Amphidinium","Amphidinium sphenoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109766,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gymnodiniaceae","Cochlodinium","Cochlodinium helicoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109784,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium catenatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109794,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium fuscum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109825,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium pygmaeum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109849,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium crassum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109851,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium dominans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109852,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium estuariale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109854,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium flagellare",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109856,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium fusiforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109859,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium lacryma",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109871,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium pepo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109872,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium pingue",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109876,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gyrodiniaceae","Gyrodinium","Gyrodinium spirale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109885,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Tovelliales","Tovelliaceae","Katodinium","Katodinium glaucum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109889,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gymnodiniaceae","Torodinium","Torodinium robustum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109890,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Gymnodiniaceae","Torodinium","Torodinium teredo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109894,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Ptychodiscaceae","Herdmania","Herdmania litoralis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109898,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Polykrikaceae","Polykrikos","Polykrikos hartmannii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109899,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Polykrikaceae","Polykrikos","Polykrikos kofoidii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109901,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Gymnodiniales","Polykrikaceae","Polykrikos","Polykrikos schwartzii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109902,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Oxyrrhinales","Oxyrrhinaceae","Oxyrrhis","Oxyrrhis marina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109903,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Noctilucales","Protodiniferaceae","Pronoctiluca","Pronoctiluca pelagica",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109914,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Noctilucales","Leptodiscaceae","Leptodiscus","Leptodiscus medusoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109918,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Noctilucales","Kofoidiniaceae","Kofoidinium","Kofoidinium pavillardii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109920,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Noctilucales","Kofoidiniaceae","Kofoidinium","Kofoidinium velleloides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109921,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Noctilucales","Noctilucaceae","Noctiluca","Noctiluca scintillans",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109923,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Noctilucales","Kofoidiniaceae","Spatulodinium","Spatulodinium pseudonoctiluca",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109927,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Preperidinium","Preperidinium meunierii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109984,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratocoryaceae","Ceratocorys","Ceratocorys armata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109986,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Ceratocoryaceae","Ceratocorys","Ceratocorys horrida",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109989,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Cladopyxidaceae","Cladopyxis","Cladopyxis brachiolata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
109992,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Cladopyxidaceae","Micracanthodinium","Micracanthodinium claytonii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110001,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Diplopsalis","Diplopsalis lenticula",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110007,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Amylax","Amylax triacantha",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110009,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax alaskensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110011,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax birostris",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110014,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax diegensis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110015,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax digitale",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110027,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax milneri",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110035,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax polygramma",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110039,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax scrippsae",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110041,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax spinifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110043,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax turbynei",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110045,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Gonyaulacaceae","Gonyaulax","Gonyaulax verior",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110068,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Gonyaulacales","Pyrocystaceae","Ostreopsis","Ostreopsis ovata",NA,NA,NA,NA,"Ostreopsidoideae",NA,NA,NA,NA,"Species"
110077,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Corythodinium","Corythodinium tesselatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110079,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum adriaticum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110082,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum caudatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110085,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum constrictum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110086,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum coronatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110087,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum crassum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110097,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum laticeps",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110100,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum longum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110102,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum mediterraneum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110109,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum parvum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110114,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum sceptrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110115,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum scolopax",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110116,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum sphaeroideum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110122,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Oxytoxaceae","Oxytoxum","Oxytoxum viride",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110139,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Diplopsalopsis","Diplopsalopsis orbicularis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110152,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Heterocapsaceae","Heterocapsa","Heterocapsa rotundata",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110154,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Peridiniaceae","Kryptoperidinium","Kryptoperidinium foliaceum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110155,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Oblea","Oblea rotunda",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110168,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae",NA,"Thoracosphaerales","Thoracosphaeraceae","Scrippsiella","Scrippsiella lachrymosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110199,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Podolampadaceae","Podolampas","Podolampas bipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110202,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Podolampadaceae","Podolampas","Podolampas spinifera",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110208,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium bipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110210,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium brevipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110212,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium conicoides",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110213,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium conicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110214,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium crassipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110215,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium curtipes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110217,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium depressum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110219,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium divergens",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110223,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium granii",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110228,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium laticeps",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110229,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium leonis",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110234,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium mite",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110238,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium oblongum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110239,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium obtusum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110240,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium oceanicum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110241,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium ovatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110242,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium oviforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110243,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium ovum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110244,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium pallidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110245,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium pellucidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110247,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium pentagonum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110248,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium punctulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110249,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium pyriforme",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
110250,"Chromista","Harosa","Alveolata","Myzozoa","Dinozoa","Dinoflagellata","Dinophyceae","Peridiniphycidae","Peridiniales","Protoperidiniaceae","Protoperidinium","Protoperidinium quarnerense",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Species"
